Teks_Aspirasi,Biro / Unit
beberapa kursi kelas sudah perlu diperbaiki paku-paku kayu kursi mencuat keluar fasilitas mikrofon di beberapa kelas sudah mulai tidak terdengar jelas,uppk
toilet di gedung radius prawiro dekat kolam jodoh seringkali berbau tidak enak dan sangat mengganggu saran saya bisa lebih diperhatikan untuk kebersihannya mengingat toilet tersebut berada di gedung utama dari universitas kristen petra terima kasih,uppk
internet di puskom gedung pada semester lalu sering putus tersambung saran saya mungkin jaringan internetnya dapat dipantau dan dibenarkan bila memungkinkan terima kasih,puskom
proyektor di gedung kadang banyak yang rusak proyektor di lantai banyak yang buram dan biru-biru,uppk
wifi lambat,puskom
parkiran untuk motor di gedung jauh,ukk
kantin kurang besar terutama ketika jam makan siang selalu penuh,kantin
layanan skkk baka lambat,baka
layanan skkk di baka lambat,baka
kantin panas sekali,kantin
pelayanan di poliklinik kurang baik saya memang sering sekali ke poliklinik bulan minimal ke sana dengan alasan yang sama yaitu penyakit amandel namun akhir ini saya malas ke sana ketika saya ke sana saya sering diacuh dan seperti dimarahi seperti bukan dimarahi secara benar-benar dimarahi setelah itu saya selalu disarankan ke dokter spesialis tht tenggorokan hidung telinga hingga saya ke dokter lain yaitu dokter umum katanya hanya radang biasa saja tidak perlu sampai ke spesialis saya kurang suka dengan pelayanan seperti mengapa selalu diarahkan ke spesialis apakah poliklinik asal yang penting tidak terlibat lepas tangan saya juga pernah terkena kolestrol darah tinggi dan asam urat setelah itu dokternya menyarankan ke spesialis penyakit dalam padahal saya hanya ke dokter umum dan diberikan resep selama bulan setelah itu saya cek darah dan semua penyakit saya turun drastis hingga saat ini kenapa kita selalu dilepastangankan saya sakit hati soalnya saya dianggap seperti bukan pasien,poliklinik
menurut saya akan lebih baik apabila jumlah ht ditambahkan sehingga bisa digunakan untuk banyak kepanitiaan,uppk
gedung kelasnya kurang gorden,uppk
layanan skkk di baka lambat karena ada beberapa kegiatan yang skkknya belum keluar padahal nilai akhir sudah keluar,baka
dan kantin panas sekali apalagi jika cuaca pada hari itu panas dan kondisi kantin ramai sekali,kantin
juga toilet toiletnya tolong dikasih tisu ya karena seperti percuma ada tempat tisunya tetapi tidak ada isinya itu di gedung kalau boleh semua gedung diberi tisu di toilet cewek,uppk
poliklinik bisa lebih lama bukanya pelayanannya sudah baik,poliklinik
mohon di setiap depan kelas diberikan tempat duduk misalnya di gedung di lantainya diberikan tempat duduk untuk menunggu jam pelajaran tersebut,uppk
skkk mahasiswa sering hilang padahal sudah sempat masuk jadi dari yang aslinya sudah lulus skkk jadi tidak lulus lagi kalau begitu kan menyusahkan mahasiswa padahal sudah mengisi acara dalam kasus ini pada suatu acara tolong diberitahukan jika ada perubahan standar dllnya biar jelas,baka
uppk kurang ramah stafnya dan kadang stafnya sengaja menelatkan diri untuk membukakan suatu ruangan,uppk
wifi pcu no password tidak ada lagi,puskom
pintu toilet laki-laki yang terlalu kecil sehingga sempit untuk keluar dan masuk ketika ada ember untuk menampung air biasanya toilet ini letaknya di dekat lift genap gedung dan ada toilet tertentu yang memiliki sirkulasi udara yang tidak terlalu bagus sehingga membuat toilet terasa pengap,uppk
poliklinik sudah memiliki pelayanan yang bagus beberapa kali periksa di poliklinik ditangani dengan baik tanpa menunggu terlalu lama dan dokter-dokter khususnya dokter gigi sangat baik dalam melayani pasiennya,poliklinik
saat pinjam ruangan orang yang bukakan pintu ruangannya tidak tepat waktu jadi acara jadi molor jadi lebih repot lagi padahal agenda yang harus dilakukan banyak dan mepet,uppk
fasilitas komputer puskom kurang update dan perangkat lunak yang ada kurang menunjang perkuliahan,puskom
peletakan kipas kantin kurang strategis sehingga banyak yang kepanasan,kantin
jaringan internet di puskom kurang stabil walau menggunakan lan,puskom
sim petra sudah lebih cepat dan prs lebih mudah karena tidak dibatasi waktu login tertentu,baak
kondisi perpustakaan yang tidak kondusif atau terlalu berisik sebab tidak ada teguran tegas dari perpustakaan untuk orang-orang yang memicu keributan,perpustakaan
jam operasional poliklinik terlalu singkat,poliklinik
baak layanan kurang cepat misal untuk ganti ktm yang ribet,baak
perpustakaan lantai wifinya cenderung lambat,puskom
tas di perpustakaan banyak yang sudah robek dan sering habis ketika jam siang,perpustakaan
lapangan parkir yang becek ketika hujan dan berpasir ketika tidak hujan,ukk
proyektor pada gedung lantai dan terkena sinar sehingga kurang terlihat jika digunakan pada siang hari ac gedung lantai kurang dingin,uppk
penjaga parkir gedung terkadang masih kurang tegas contoh tidak meminta stnk saat masuk,ukk
update proses proposal kadang lupa diupdate sehingga proposal hampir minggu tidak terjadi perubahan,baka
wifi sering digunakan untuk main permainan sehingga lemot saat digunakan untuk belajar,puskom
banyak mahasiswa yang berisik di perpustakaan walau sudah diperingatkan,perpustakaan
jarak antara gedung dengan poliklinik begitu jauh jika ada anak mahasiswa dari gedung,poliklinik
lantai gedung masih banyak yang retak,uppk
meja kursi gedung banyak yang rusak kurangnya meja kursi untuk mahasiswa kidal,uppk
toilet mahasiswa tidak ada tisu,uppk
puskom sudah baik dalam internet maupun layanan tetapi di bagian ruang laptop terkadang sambungan lannya tidak bisa di gunakan tidak ada koneksi,puskom
perpustakaan sudah baik tetapi kadang tas transparan habis,perpustakaan
kinerja uppk dalam fasilitas kelas dinilai kurang mulai dari kursi yang banyak rusak maupun proyektor yang sering rusak di beberapa kelas,uppk
pcu no password ditambah lagi akses titiknya,puskom
ada beberapa ruang kelas di gedung lantai yang proyektornya bermasalah entah itu kabelnya atau dari proyektornya sendiri kadang warnanya tidak jernih layarnya jadi warna biru atau kuning,uppk
banyak proyektor kelas yang harus diganti kuning,uppk
toilet kj baunya menyengat,uppk
banyak kabel lan yang tidak bisa di puskom,puskom
layanan lab untuk laptop dihapuskan di puskom jadi ketika puskom penuh menyebabkan sulit mendapat ruangan untuk mengerjakan tugas yang membutuhkan tempat yang nyaman,puskom
dengan adanya situs sistem informasi berupa sim dan lentera yang berguna untuk perkuliahan,baak
menurut saya puskom kurang bermanfaat dan kurang menarik minat mahasiswa ke situ lebih baik jika dijadikan wifi pusat dan mahasiswa tidak perlu login dan dibatasi penggunaan wifinya,puskom
kantin sangat panas gelap,kantin
pelayanan baak kurang sopan dalam melayani mahasiswa,baak
waktu mengurus legalisir khs masih cukup lama jam,baak
kantin mahal,kantin
petugas puskom ditingkatkan lagi keramahannya,puskom
kursi di banyak yang rusak,uppk
pelayanan di perpustakaan sangat nyaman untuk mahasiswa yang ingin membaca belajar,perpustakaan
pelayanan di perpustakaan sudah baik akan lebih baik jika koleksi buku digital atau ebook diperluas,perpustakaan
petugas uppk lambat saat membuka ruangan sehingga harus melakukan konfirmasi berkali kali,uppk
toilet di gedung juga kebersihannya kurang dan bau air toilet juga sering mati apalagi air wastafel beberapa toilet di gedung juga penerangannya kurang,uppk
uppk sering lupa ketika ada yang meminjam kelas juga pernah waktu meminjam barang sudah koordinasi dan katanya ada dan bisa dipinjam tetapi hari ternyata barang dipinjam orang lain ketika acara dan ada kendala kadang pelayanannya juga lambat,uppk
saat meminjam barang untuk digunakan di rk terjadi miss antara uppk dengan penjaga rk uppk meminta kita untuk mengurus sendiri ke penjaganya namun penjaganya bilang itu urusan uppk penyelesaiannya juga lambat lantaran kedua pihak terus menerus seperti itu,uppk
layanan untuk peminjaman ruang yang harus mencari staf dahulu di lantai tertentu yang susah atau ribet,uppk
pengurus baka yang cenderung tidak ramah saat saya datang masuk ke sana disambut dengan tidak baik jadi malas untuk kembali ke sana,baka
poli gigi sering tutup,poliklinik
puskom wifi bermasalah di saat-saat mendesak,puskom
pengurus loker perpustakaan yang cenderung tidak ramah saat terjadi transaksi dan saya mengucapkan terima kasih beliau bahkan tidak menanggapi sedikitpun mungkin ini hal sepele namun bagi kebanyakan orang hal ini mungkin sangat berarti,perpustakaan
toilet pria di kj dan yang kurang bersih dan berbau kurang sedap,uppk
terdapat ubin lantai di beberapa lantai gedung yang retak dan timbul keluar lepas seperti pemasangannya terlalu rapat sehingga saat terjadi pemuaian ubin tersebut terlepas,uppk
pelayanan skkk sangat lambat,baka
pelayanan proposal dan lpj kurang cepat,baka
menurut saya kebersihan kamar mandi perlu diperhatikan lagi terutama toilet yang ada di dekat kj dan juga toilet gedung karena toilet kj dan gedung terkesan berbau tidak enak dan kotor,uppk
sound di audio visual dan kadang suka bermasalah sehingga menghambat jalannya acara dan terkadang membuat nilai minus pada acara tersebut,uppk
baka banyak maunya dan lama memproses proposal,baka
layanan internet di universitas kristen petra sangat menunjang pembelajaran,puskom
puskom sangat enak digunakan karena kondusif ruangannya,puskom
penyebrangan oleh satpam sangat membantu,ukk
kantin terlalu kecil jadi kadang dapat tempat duduk,kantin
ketertiban di perpustakaan kurang terjaga,perpustakaan
toilet kadang bau dan basah tidak enak digunakan toilet pernah tidak ada airnya,uppk
kantin terlalu jauh kantin juga jauh dan tidak ada snack penataan kantin aneh dan sempit harga kantin mahal,kantin
poliklinik sebaiknya menyediakan sarana seperti uks bagi mahasiswa ada kasur untuk istirahat ketika sakit,poliklinik
layanan baka terkadang kurang tersampaikan dengan jelas khususnya dalam bidang proposal,baka
layanan baak dalam mengurus sistem informasi sudah baik dan memadai,baak
persediaan barang peminjaman uppk kurang banyak dan koordinasi dengan petugas uppk kurang jelas,uppk
layanan skkk di baka lambat,baka
keadaan kelas terkadang kurang bisa membantu pelaksanaan mengajar seperti adanya gangguan mikrofon pada salah satu kelas yang ada di gedung juga kelas di gedung selalu banyak nyamuk sehingga mengalami gangguan dalam pengajaran,uppk
toilet di gedung lantai pintu untuk menguncinya harap diperbaiki kucing yang berada di kj maupun kantin sangat mengganggu,uppk
layanan skkk di baka lambat,baka
buku-buku yang terdapat dalam perpustakaan tertata dengan sangat rapi para pelayan perpustakaan bersikap dengan sangat ramah,perpustakaan
kekurangan yang terdapat di perpustakaan yaitu saat mencari buku melalui via situs yang disediakan universitas kristen petra terdapat nomor dan juga letak keberadaan buku tersebut namun saat mencari buku yang terletak sesuai dengan nomor buku akan tetapi yang ditemukan bukan buku tersebut oleh karena itu masih terdapat beberapa buku yang belum berada sesuai dengan tempatnya,perpustakaan
kursi-kursi di kelas yang ada komputer terlalu rendah jadi tidak baik kalau lihat layar terus,puskom
kantin kipasnya yang di langit seram seperti mau lepas panas banget,kantin
ruang acnya kurang dingin proyektornya yang tengah susah terbaca,uppk
parkir di lapangan kampus utara kalau malam terlalu gelap sering harus gunakan senter ponsel,ukk
parkir di lapangan kampus utara tidak ada garis marka sehingga mahasiswa parkirnya ngawur dan makan tempat yang tidak seharusnya,ukk
anak yang main di lapangan kampus utara tidak diawasi bolanya sering kena mobil yang parkir,ukk
proses layanan skkk kegiatan eksternal terlalu lama,baka
proses keluarnya jadwal kuliah lumayan lama,baak
tolong sediakan puskom di gedung juga,puskom
pelayanan cepat ramah dokternya juga ramah,poliklinik
petugas perpustakaan tidak menegur secara langsung mahasiswa yang ribut di perpustakaan kadang perpustakaan lantai lebih berisik daripada kantin,perpustakaan
buku dalam bahasa asing selain inggris perlu ditambah,perpustakaan
toilet perempuan di gedung sering becek wastafel airnya mati tidak ada sabun cuci tangan tidak ada tisu sering bau cuma ketika asp saja bersih dan ada tisu sabun,uppk
pelayanannya sudah cukup baik hanya saja tempat sampah yang ada di universitas kristen petra beberapa tulisannya kurang jelas dan juga harap diberikan info atau penjelasan mengenai jenis-jenis sampahnya beberapa orang ada belum tahu mengenai jenis-jenis sampah yang mau dibuang,uppk
serta poliklinik cukup membantu mahasiswa cuma saran agar poliklinik juga ada di gedung agar anak gedung lebih mudah mendapatkan pelayanan kesehatan juga dan tidak perlu jauh ke gedung,poliklinik
layanan skkk di baka terkadang salah menginput angka,baka
sulit mengakses jurnal melalui perpustakaan petra yang berlangganan selain itu sudah baik,perpustakaan
uppk bagi beberapa tempat untuk fasilitas toiletnya kurang bersih,uppk
perpustakaannya sangat nyaman dan sangat bagus bagi mahasiswa untuk menambah pengetahuan dari buku yang ada terdapat wifi juga,perpustakaan
koleksi beberapa buku di perpustakaan ada yang hilang,perpustakaan
layanan server sistem informasi mahasiswa kurang cepat dalam mengolah informasi kurang up to tanggal,baak
untuk kursi-kursi yang rusak dan sudah tidak layak gunakan bisa diperbaiki atau diperbarui,uppk
layanan peminjaman barang di baka tidak di acc dan tidak jelas,baka
layanan uppk sudah baik dalam merawat fasilitas,uppk
layanan ukk sudah baik namun pengawasan perlu ditingkatkan,ukk
layanan baak sudah baik untuk mengurus keperluan akademik mahasiswa,baak
puskom sudah baik dalam alur peminjaman,puskom
untuk uppk sebagai unit yang memelihara sarana ruang kelas seringkali banyak barang penting milik mahasiswa yang tertinggal di kelas namun saat dicari tidak ditemukan barang tersebut namun memang barang tersebut menjadi tanggung jawab mahasiswa jika terjadi kehilangan maka hal tersebut dikarenakan keteledoran mahasiswa saya berharap bahwa uppk mampu menjaga ruang kelas serta setiap barang yang tertinggal di dalam kelas agar dapat dengan mudah dikembalikan kepada pemiliknya,uppk
semua kantin yang ada di universitas kristen petra panas,kantin
ac disetel terlalu dingin di beberapa ruangan yang digunakan untuk beberapa orang saja,uppk
layanan permohonan skkk terlalu ribet mesti ketuanya yang mengumpulkan tidak bisa diwakilkan,baka
kantin dan lebih panas daripada selain karena bukan ruangan terbuka seperti mungkin bisa dibenahi dengan tambahan kipas angin,kantin
sayang sekali letak poli terlalu jauh terutama dari gedung,poliklinik
skkk sering terlambat dikeluarkan oleh baka,baka
kerja uppk terkesan lambat dan sering terjadi miskomunikasi dengan panitia,uppk
uppk perbanyak mikrofon nirkabel,uppk
puskom pada saat jam perkuliahan berlangsung sering penuh dan ramai,puskom
skkk keluarnya lambat sekali,baka
untuk puskom ada beberapa komputer yang tidak bisa berjalan dengan baik sehingga waktu dibuat ujian akhir semester tiba rusak dan harus mengulang kembali uasnya,puskom
lalu untuk poliklinik kadang ribet jadwalnya dan pendaftarannya,poliklinik
situs pengumpulan tesis melalui perpustakaan sering error bermasalah,perpustakaan
pengajuan proposal kegiatan melalui baka agak dipersulit,baka
wifi di petra lemot sekali koneksinya tidak stabil,puskom
alur layanan proposal dan lpj di baka sebenarnya sudah baik tapi soal revisi lpj dll mohon diberitahu lebih baik lagi pengalaman tahun lalu terlalu banyak revisi yang tidak jelas,baka
variasi makanan dan jumlah stan makan kurang kantin panas bukan kaleng-kaleng wkwkwk,kantin
toilet di kolam jodoh yang hampir selalu bau jadi kalau duduk di kursi itu sering kerasa baunya padahal bersih tapi bau,uppk
saran saya kepada poliklinik agar tenaga medis lebih ditingkatkan kualitasnya karena beberapa pengalaman saya dan teman saya obat yang diberikan kurang begitu manjur dan efektif,poliklinik
poliklinik universitas kristen petra sebaiknya diposisikan di tempat yang lebih strategis dan terlihat serta dekat dengan gedung manapun hal ini dikarenakan dengan kebutuhan mahasiswa tidak hanya mahasiswa di gedung,poliklinik
untuk gedung beberapa toilet di beberapa lantai gedung air kerannya mati flushnya juga kurang lancar sehingga terkadang tidak bersih water jet juga kurang lancar sabun cuci tangan juga tidak semua toilet gedung tersedia tisu juga,uppk
antar jemput ke anta cukup baik,ukk
makanan di kantin kurang enak tolong ditingkatkan,kantin
kantin panas karena terlalu banyak mahasiswa,kantin
layanan poliklinik obat yang diberikan kadang tidak manjur sudah minum sesuai aturan tetapi tidak kunjung sembuh,poliklinik
lift di gedung juga tidak memiliki sensor yang baik jadinya pintu bisa tertutup walaupun sedang ada yang masuk ke dalam lift,uppk
untuk beberapa fasilitas seperti meja kursi sudah banyak yang kurang baik di kelas-kelas gedung,uppk
sedikit masukan untuk poli poliklinik mungkin lebih baik bila diadakan juga di gedung lain selain gedung karena siswa di gedung sangat kejauhan,poliklinik
layanan shuttlenya kurang seharusnya diberikan tanda shuttle akan datang jam sekian contohnya seperti bus luar negeri yang kasih tahu bus datang berapa menit lagi dllnya atau mahasiswa bisa kasih tahu shuttlenya kalau ada mahasiswa yang menunggu karena shuttle sangat lama bahkan bisa tidak datang kalau tidak minta tolong satpam sekitar,ukk
wifi di puskom nge-lag,puskom
untuk poli gigi pelayanannya berbelit belit untuk menambal gigi harus pergi ke sana bolak balik,poliklinik
pelayanan poliklinik perlu diperbaiki saya pernah diberikan obat yang keliru,poliklinik
puskom di gedung belum ada,puskom
proyektor yang umumnya digunakan di kelas beresolusi rendah,uppk
baka diharap lebih responsif dalam membalas email,baka
tempat duduk di perpustakaan kurang sehingga seringkali banyak yang penuh,perpustakaan
pelayanan dan kelengkapan fasilitas perpustakaan sangat baik,perpustakaan
toilet di kj gedung kadang tidak bersih,uppk
lahan kosong di gedung dapat dimanfaatkan sebagai lahan parkir mobil,ukk
proyektor di beberapa kelas gedung ada yang kurang terang,uppk
kebersihan kelasnya sudah dijaga sehingga saat mengerjakan tugas juga sudah enak,uppk
pelayanan di perpustakaan sudah memuaskan perpustakaan juga menyediakan fasilitas lain seperti nonton film dan dapat meminjam ruangan untuk kerja kelompok maupun rapat,perpustakaan
kantin gedung panas,kantin
wifi lambat,puskom
kantin kurang ada yang jualan makanan kecil seperti kue atau snack seperti di kantin ada paopie,kantin
lahan parkir gedung di basement harap jangan dipindah,ukk
menurut saya layanan pada uppk sudah baik respon mereka cepat dalam menanggapi kami contohnya dalam peminjaman ruangan peminjaman barang hanya saja dalam beberapa kesempatan saya juga menemui terlambatnya pembukaan ruangan terkhususnya saat hari libur mahasiswa,uppk
puskom untuk saya cukup cepat dan profesional dalam menyediakan layanannya bagi kami terkhususnya dalam penggunaan komputer maupun peminjaman barang di puskom yaitu proyektor,puskom
untuk ukk layanan yang diberikan sudah cukup baik dan cepat apalagi orang di sana menjamu kami dengan ramah dan adakalanya bercanda sehingga membuat kami tidak terlalu tegang,ukk
proyektor gedung tidak berfungsi dengan baik,uppk
kantin kurang terkenal,kantin
kantin agak panas,kantin
perpustakaan sudah sangat baik hanya saja buku tentang pendidikan anak sekolah dasar tidak update,perpustakaan
layanan skkk melalui link sudah baik tetapi biasanya dihiraukan jadi perlu adanya bantuan orang dalam untuk mempercepat pengurusan skkk,baka
saya ingin memberi saran pada baka untuk beberapa kegiatan layanan poin skkk cenderung lama sebaiknya proses dapat dipercepat agar mahasiswa tidak bingung,baka
layanan pembuatan ktm terlalu ribet karena harus meminta surat hilang dari puskom dan ukk padahal tidak diberi alasan mengapa harus melakukan hal tersebut,baak
wifi gedung lambat tolong diperbaiki supaya lebih cepat,puskom
kurangnya fokus antara kerja baka dengan lembaga kemahasiswaan jadi seolah olah baka mengambil alih untuk meng acc kegiatan mahasiswa seharusnya di acc oleh bpmf,baka
layanan poliklinik terlalu jauh apabila untuk mahasiswa yang ada di gedung dan,poliklinik
kantin panas,kantin
kantin penerangannya kurang,kantin
saya beberapa kali ke poli poliklinik dengan keluhan yang berbeda namun setiap diberi obat selalu obat yang sama dengan sebelumnya namun keluhan yang berbeda,poliklinik
pernah juga diperiksa oleh dokter di sana dokternya itu sangat cuek dan irit bicara kalau memeriksa juga sangat sebentar sekilas saya ragu kalau misalkan diagnosa dan obat yang diberikan sesuai dengan yang diderita oleh pasien saya sarankan agar dokter khususnya yang memeriksa di dalam ruangan itu benar memberikan waktunya untuk melihat apa yang sedang dialami oleh pasien supaya diagnosa dan obat serta dosis yang diberikan tepat,poliklinik
terkadang saya juga merasa cukup kesulitan ketika berada di perpustakaan dan mencari tempat yang agak pojok untuk mengerjakan tugas dan membutuhkan koneksi ke internet tapi wifinya sangat lemot di tempat tersebut,puskom
ketika berada di jam sibuk seperti mendekati waktu untuk ujian dan perpustakaan menjadi sangat ramai sehingga tidak lagi kondusif untuk dijadikan tempat belajar karena keramaiannya harapan saya petugas perpustakaan dapat mengingatkan mahasiswa ketika perpustakaan dirasa sudah sangat ramai sehingga mahasiswa dapat menjaga agar perpustakaan tetap tenang sehingga tidak mengganggu yang lain untuk belajar,perpustakaan
sampai sejauh ini pelayanan yang saya terima ketika berada di perpustakaan sudah sangat baik proses peminjaman yang mudah buku yang tersedia banyak dan cukup lengkap fasilitas yang ada sangat mendukung untuk belajar dan juga petugas perpustakaan yang ramah hanya saja terkadang saya mengalami kesulitan ketika sedang mencari sebuah buku dan tertulis tersedia namun ketika mencari ternyata bukunya tidak ada atau juga bukunya ada tapi tidak berada di tempat yang seharusnya,perpustakaan
pelayanan ketahanan kampus kurang mampu menyediakan tempat parkir yang strategis untuk beberapa waktu yang lalu,ukk
wifi di kampus terkadang susah dijangkau pada tempat kelas tertentu sinyalnya kurang kuat,puskom
suasana di kantin panas dan ramai kalau bisa ditambah atau diperluas,kantin
situs sim dan lentera servernya sering error,baak
kantin panas,kantin
layanan pembuatan ktm terlalu ribet dan sulit,baak
wifi petra hanya terjangkau untuk area tertentu dan masih sering lambat,puskom
layanan perpustakaan kurang sigap saat meminjam kaset koleksi audio visual audio visual terkadang tidak ada petugas yang jaga jadi harus meminta kepada orang dari divisi lain untuk menandatangani bon peminjaman,perpustakaan
pelayanan di baak kurang tertata rapi tidak ada penanda jalur mana untuk mengurus ktm jalur mana untuk mengurus urusan akademik dan sebagainya,baak
layanan di baak kurang terstruktur dengan baik dimana tidak ada petunjuk instruksi panduan apa yang harus dilakukan dibawa diisi saat mengurus ktm rusak hilang mengurus keperluan akademik seperti transfer jurusan transkrip nilai dan sebagainya,baak
cctv di area kampus sekitar kampus kurang memadai sebaiknya diperbanyak karena apabila terjadi hal-hal yang tidak diinginkan seperti kriminalitas dsb dapat segera ditindaklanjuti,ukk
pelayanan proposal kegiatan dirasa kurang cepat untuk pengecekan ada revisi atau tidak seringkali ketika mengecek situs posisi proposal bisa berminggu minggu di tempat yang sama tidak ada perubahan telah dicek atau belum sehingga lembaga kemahasiswaan juga kesusahan untuk memastikan apakah proposalnya ada revisi atau tidak,baka
semua sudah oke tetapi layanan baka dalam revisi proposal masih bisa lebih baik lagi,baka
