Teks_Aspirasi,Biro / Unit
beberapa kursi kelas sudah perlu diperbaiki paku paku kayu kursi mencuat keluar fasilitas mic di beberapa kelas sudah mulai tidak terdengar jelas,uppk
toilet di gedung radius prawiro dekat kolam jodoh seringkali berbau tidak enak dan sangat mengganggu saran saya bisa lebih diperhatikan untuk kebersihannya meningat toilet tersebut berada di gedung utama dari uk petra terima kasih,uppk
internet di puskom gedung pada semester lalu sering putus nyambung saran saya mungkin jaringan internetnya dapat dipantau dan dibenarkan bila memungkinkan terima kasih,puskom
lcd di gedung kdang banyak yang rusak proyektor di lantai banyak yang burem dan biru biru,uppk
wifi lambat,puskom
parkiran untuk motor di gedung jauh,ukk
kantin kurang besar terutama ketika jam makan siang selalu penuh,kantin
layanan skkk baka lambat,baka
layanan skkk di baka lambat,baka
kantin panas sekali,kantin
pelayanan di poliklinik kurang baik saya memang sering sekali ke poliklinik bulan minimal ke sana dengan alasan yang sama yaitu penyakit amandel namun akhir ini saya malas kesana ketika saya kesana saya sering diacuh dan seperti dimarahi seperti bukan dimarahi secara benar benar dimarahi setelah itu saya selalu disarankan ke dokter spesialis tht tenggorokan hidung telinga hingga saya ke dokter lain yaitu dokter umum katanya hanya radang biasa saja tidak perlu sampe ke spesialis saya kurang suka dengan pelayanan seperti mengapa selalu diarahkan ke spesialis apakah poliklinik asal yang penting tidak terlibat lepas tangan saya juga pernah terkena kolestrol darah tinggi dan asam urat setelah itu dokternya menyarankan ke spesialis penyakit dalam padahal saya hanya ke dokter umum dan diberikan resep selama bulan setelah itu saya cek darah dan semua penyakit saya turun drastis hingga saat ini kenapa kita selalu dilepastangankan saya sakit hati soalnya saya dianggap seperti bukan pasien,poliklinik
menurut saya akan lebih baik apabila jumlah ht ditambahkan sehingga bisa digunakan untuk banyak kepanitiaan,uppk
gedung kelasnya kurang gorden,uppk
layanan skkk di baka lambat karena ada beberapa kegiatan yang skkknya belum keluar padahal nilai akhir sudah keluar,baka
dan kantin panas sekali apalagi jika cuaca pada hari itu panas dan kondisi kantin ramai sekali,kantin
juga toilet toiletnya tolong di kasih tissue ya karna kayak percuma ada tempat tissuenya tp ga ada isinya itu digedung kalau boleh semua gedung diberi tissue ditoilet cewek,uppk
poliklinik bisa lebih lama bukanya pelayanannya sudah baik,poliklinik
mohon di setiap depan kls di berikan tempat duduk misal nya di ged di lantai nya di berikan tempat duduk untuk menunggu jam pljrn tersebut,uppk
skkk mahasiswa sering hilang padahal sudah sempat masuk jadi dari yang aslinya sudah lulus skkk jadi tidak lulus lagi kalau begitukan menyusahkan mahasiswa padahal sudah mengisi acara dalam kasus ini pada suatu acara tolong diberitahukan jika ada perubahan standar dllnya biar jelas,baka
uppk kurang ramah staffnya dan kadang staffnya sengaja menelatkan diri untuk membukakan suatu ruangan,uppk
wifi pcu no password gak ada lagi,puskom
pintu toilet laki laki yang terlalu kecil sehingga sempit untuk keluar dan masuk ketika ada ember untuk menampung air biasanya toilet ini letaknya didekat lift genap gedung dan ada toilet tertentu yang memiliki sirkulasi udara yang tidak terlalu bagus sehingga membuat toilet terasa pengap,uppk
poliklinik sudah memiliki pelayanan yang bagus beberapa kali periksa di klinik ditangani dengan baik tanpa menunggu terlalu lama dan dokter dokter khususnya dokter gigi sangat baik dalam melayani pasiennya,poliklinik
saat pinjam ruangan orang yg bukakan pintu ruangannya tidak ontime jadi acara jadi molor jadi lebih repot lagi padahal agenda yang harus dilakuin banyak dan mepet,uppk
fasilitas komputer puskom kurang update dan software yang ada kurang menunjang perkuliahan,puskom
peletakan kipas kantin kurang strategis sehingga banyak yang kepanasan,kantin
jaringan internet di puskom kurang stabil walau menggunakan lan,puskom
sim petra sudah lebih cepat dan prs lebih mudah karena tidak dibatasi waktu login tertentu,baak
kondisi perpustakaan yang tidak kondusif atau terlalu berisik sebab tidak ada teguran tegas dari perpustakaan untuk orang orang yang memicu keributan,perpustakaan
jam operasional poliklinik terlalu singkat,poliklinik
baak layanan kurang cepat misal untuk ganti ktm yang ribet,baak
perpustakaan lt wifinya cenderung lambat,puskom
tas di perpus banyak yg sdh robek dan sering habis ketika jam siang,perpustakaan
lapangan parkir yang becek ketika hujan dan berpasir ketika tidak hujan,ukk
proyektor pada gedung lt dan terkena sinar shg kurang terlihat jika digunakan pada siang hari ac gedung lt kurang dingin,uppk
penjaga parkir gedung terkadang masih kurang tegas contoh tdk meminta stnk saat masuk,ukk
update proses proposal kadang lupa di update shg proposal hampir minggu tdk terjadi perubahan,baka
wifi sering digunakan untuk main game shg lemot saat digunakan untuk belajar,puskom
byk mahasiswa yg berisik di perpus walau sudah diperingatkan,perpustakaan
jarak antara gedung dengan poliklinik begitu jauh jika ada anak mahasiswa dari gedung,poliklinik
lantai gedung masih byk yg retak,uppk
meja kursi gedung banyak yg rusak kurangnya meja kursi untuk mahasiswa kidal,uppk
wc mahasiswa tdk ada tissu,uppk
puskom sdh baik dalam internet maupun layanan tetapi di bagian ruang laptop terkadang sambungan lan nya tidak bs di pakai tidak ada koneksi,puskom
perpustakaan sdh baik tetapi kadang tas transparan habis,perpustakaan
kinerja uppk dalam fasilitas kelas dinilai kurang mulai dari kursi yang banyak rusak maupun projector yang sering rusak di beberapa kelas,uppk
pcu no password ditambah lagi access point nya,puskom
ada beberapa ruang kelas di gedung lantai yang proyektornya bermasalah entah itu kabelnya atau dari proyektornya sendiri kadang warnanya gak jernih layarnya jadi warna biru atau kuning,uppk
banyak proyektor kelas yang harus diganti kuning,uppk
toilet kj baunya menyengat,uppk
banyak kabel lan yang tidak bisa di puskom,puskom
layanan lab untuk laptop dihapuskan di puskom jadi ketika puskom penuh menyebabkan sulit mendapat ruangan untuk mengerjakan tugas yang membutuhkan tempat yang nyaman,puskom
dengan adanya website sistem informasi berupa sim dan lentera yang berguna untuk perkuliahan,baak
menurut saya puskom kurang bermanfaat dan kurang menarik minat mahasiswa ke situ lebih baik jika dijadikan wifi center dan mahasiswa tidak perlu login dan dibatasi penggunaan wifinya,puskom
kantin sangat panas gelap,kantin
pelayanan baak kurang sopan dalam melayani mahasiswa,baak
waktu mengurus legalisir khs masih cukup lama jam,baak
kantin mahal,kantin
petugas pukom ditingatkan lagi keramahannya,puskom
kursi di banyak yang rusak,uppk
pelayanan di perpus sangat nyaman untuk mahasiswa yang ingin membaca belajar,perpustakaan
pelayanan di perpustakaan sudah baik akan lebih baik jika koleksi buku digital atau ebook diperluas,perpustakaan
petugas uppk lambat saat membuka ruangan sehingga harus melakukan konfirmasi berkali kali,uppk
toilet di gedung juga kebersihannya kurang dan bau air toilet juga sering mati apalagi air wastafel beberapa toilet di gedung juga penerangannya kurang,uppk
uppk sering lupa ketika ada yang meminjam kelas juga pernah waktu meminjam barang sudah koordinasi dan katanya ada dan bisa dipinjam tetapi hari ternyata barang dipinjam orang lain ketika acara dan ada kendala kadang pelayanannya juga lambat,uppk
saat meminjam barang untuk dipakai di rk terjadi miss antara uppk dengan penjaga rk uppk meminta kita untuk mengurus sendiri ke penjaganya namun penjaganya bilang itu urusan uppk penyelesaiannya juga lambat lantaran kedua pihak terus menerus seperti itu,uppk
layanan untuk peminjaman ruang yang harus mencari staff dahulu di lantai tertentu yang susah atau ribet,uppk
pengurus baka yang cenderung tidak ramah saat saya datang masuk kesana disambut dengan tidak baik jadi malas untuk kembali kesana,baka
poli gigi sering tutup,poliklinik
puskom wifi bermasalah di saat saat urgent,puskom
pengurus loker perpustakaan yang cenderung tidak ramah saat terjadi transaksi dan saya mengucapkan terima kasih beliau bahkan tidak menanggapi sedikitpun mungkin ini hal sepele namun bagi kebanyakan orang hal ini mungkin sangat berarti,perpustakaan
toilet pria di kj dan yang kurang bersih dan berbau kurang sedap,uppk
terdapat ubin lantai di beberapa lantai gedung yang retak dan timbul keluar lepas seperti pemasangannya terlalu rapat sehingga saat terjadi pemuaian ubin tersebut terlepas,uppk
pelayanan skkk sanga lambat,baka
pelayanan proposal dan lpj kurang cepat,baka
menurut saya kebersihan kamar mandi perlu diperhatikan lagi terutama toilet yang ada di dekat kj dan juga toilet gedung karena toilet kj dan gedung terkesan berbau tidak enak dan kotor,uppk
sound di avt dan kadang suka bermasalah sehingga menghambat jalannya acara dan terkadang membuat nilai minus pada acara tersebut,uppk
baka banyak maunya dan lama memproses proposal,baka
layanan internet di uk petra sangat menunjang pembelajaran,puskom
puskom sangat enak digunakan krn kondusif ruangannya,puskom
penyebrangan oleh satpam sangat membantu,ukk
kantin terlalu kecil jd kadang dpt tempat duduk,kantin
ketertiban di perpustakaan kurang terjaga,perpustakaan
toilet kadang bau dan basah tidak enak dipakai toilet pernah tidak ada airnya,uppk
kantin terlalu jauh kantin juga jauh dan tidak ada snack penataan kantin aneh dan sempit harga kantin mahal,kantin
poliklinik sebaiknya menyediakan sarana seperti uks bagi mahasiswa ada kasur untuk istirahat ketika sakit,poliklinik
layanan baka terkadang kurang tersampaikan dengan jelas khususnya dalm bidang proposal,baka
layanan baak dalam mengurus sistem informasi sudah baik dan memadai,baak
persediaan barang peminjaman uppk kurang banyak dan koordinasi dengan petugas uppk kurang jelas,uppk
layanan skkk di baka lambat,baka
keadaan kelas terkadang kurang bisa membantu pelaksanaan mengajar seperti adanya gangguan mic pada salah satu kelas yang ada di gedung juga kelas digedung selalu banyak nyamuk sehingga mengalami gangguan dalam pengajaran,uppk
toilet di gedung lantai pintu untuk menguncinya harap diperbaiki kucing yg berada di kj maupun kantin sangat mengganggu,uppk
layanan skk di baka lambat,baka
buku buku yang terdapat dalam perpuatakaan tertata dengan sangat rapi para pelayan perpustakaan bersikap dengan sangat ramah,perpustakaan
kekurangan yang terdapat diperpustakaan yaitu saat mencari buku melalui via web yang disediakan ukp terdapat nomor dan juga letak keberadaan buku tersebut namun saat mencari buku yang terletak sesuai dengan nomor buku akan tetapi yang ditenuman bukan buku tersebut oleh karena itu masih terdapat beberapa buku yang belum berada sesuai dengan tempatnya,perpustakaan
kursi kursi di kelas yang ada komputer terlaru rendah jadi tidak baik kalau lihat layar terus,puskom
kantin kipasnya yg di langit serem kyk mau lepas panas banget,kantin
ruang ac nya kurang dingin proyektornya yg tengah susah terbaca,uppk
parkir di lapangan kampus utara kl malam terlalu gelap sering harus pakai flash hp,ukk
parkir di lapangan kampus utara tdk ada garis marka shg mahasiswa parkirnya ngawur dan makan tempat yg tdk seharusnya,ukk
anak yang main di lapangan kampus utara tdk diawasi bolanya sering kena mobil yg parkir,ukk
proses layanan skkk kegiatan eksternal terlalu lama,baka
proses keluarnya jadwal kuliah lumayan lama,baak
tlg sediakan puskom di gedung juga,puskom
pelayanan cepat ramah dokternya jg ramah,poliklinik
petugas perpustakaan tidak menegur secara langsung mahasiswa yang ribut di perpustakaan kadang perpustakaan lantai lebih berisik daripada kantin,perpustakaan
buku dalam bahasa asing selain inggris perlu ditambah,perpustakaan
toilet perempuan di gedung sering becek wastafel airnya mati tidak ada sabun cuci tangan tidak ada tisu sering bau cuma pas asp sj bersih dan ada tisu sabun,uppk
pelayanan nya sudah cukup baik hanya saja tempat sampah yang ada di uk petra beberapa tulisannya kurang jelas dan juga harap diberikan info atau penjelasan mengenai jenis jenis sampahnya beberapa orang ada belum tau mengenai jenis jenis sampah yang mau dibuang,uppk
serta poliklinik cukup membantu mahasiswa cmn saran agar poliklinik jg ada di gedung agar anak gedung lebih mudah mendapatkan pelayanan kesehatan jg dan tdk perlu jauh ke gedung,poliklinik
layanan skkk di baka terkadang salah menginput angka,baka
sulit mengakses jurnal melalui library petra yang berlangganan selain itu sudah baik,perpustakaan
uppk bagi beberapa tempat untuk fasilitas toiletnya kurang bersih,uppk
perpustakaan nya sangat nyaman dan sangat bagus bagi mahasiswa untuk menambah pengetahuan dari buku yang ada terdapat wifie juga,perpustakaan
koleksi beberapa buku di perpustakaan ad yg hilang,perpustakaan
layanan server sistem informasi mahasiswa kurang cepat dalam mengolah informasi kurang up to date,baak
untuk kursi kursi yang rusak dan sudah tidak layak pakai bisa diperbaiki atau diperbaharui,uppk
layanan peminjaman barang di baka tidak di acc dan tidak jelas,baka
layanan uppk sudah baik dalam merawat fasilitas,uppk
layanan ukk sdh baik namun pengawasan perlu ditingkatkan,ukk
layanan baak sdh baik untuk mengurus keperluan akademik mahasiswa,baak
puskom sdh baik dalam alur peminjaman,puskom
untuk uppk sebagai unit yg memelihara sarana ruang kelas sering kali banyak barang penting milik mahasiswa yang tertinggal di kelas namun saat di cari tidak di temukan barang tersebut namun memang barang tersebut menjadi tanggungjawab mahasiswa jika terjadi kehilangan maka hal tersebut dikarenakan keteledoran mahasiswa saya berharap bahwa uppk mampu menjaga ruang kelas serta setiap barang yang tertinggal di dalam kelas agar dapat dengan mudah di kembalikan kepada pemilik nya,uppk
semua kantin yang ada di ukp panas,kantin
ac disetel terlalu dingin di bbrpa ruangan yg dipakai untuk beberapa orng saja,uppk
layanan permohonan skkk terlalu ribet mesti ketuanya yang mengumpulkan tidak bisa diwakilkan,baka
kantin dan lebih panas drpd selain krn buman ruangan terbuka seperti mungkin bisa dibenahi dengan tambahan kipas angin,kantin
sayang sekali letak poli terlalu jauh terutama dari gedung,poliklinik
skkk sering terlambat dikeluarkan oleh baka,baka
kerja uppk terkesan lambat dan sering terjadi miskom dengan panitia,uppk
uppk perbanyak microhphone wireless,uppk
puskom pada saat jam perkuliahan berlangsung sering penuh dan ramai,puskom
skkk keluarnya lambat sekali,baka
untuk puskom ada beberapa komputer yang tidak bisa berjalan dengan baik sehingga waktu di buat uas tiba rusak dan harus mengulang kembali uasnya,puskom
lalu untuk poliklinik kadang ribet jadwalnya dan pendaftarannya,poliklinik
website pengumpulan thesis melalui perpustakaan sering error trouble,perpustakaan
pengajuan proposal kegiatan melalui baka agak dipersulit,baka
wifi di petra lemot sekali koneksinya tidak stabil,puskom
alur layanan proposal dan lpj di baka sebenarnya udah baik tapi soal revisi lpj dll mohon diberitahu lebih baik lagi pengalaman tahun lalu terlalu banyak revisi yg unclear,baka
variasi makanan dan jumlah stan makan kurang kantin panas bukan kaleng kaleng wkwkwk,kantin
toilet di kolam jodoh yang hampir selalu bau jadi kalo duduk di kursi itu sering kerasa baunya padahal bersih tapi bau,uppk
saran saya kepada polikninik agar tenaga medis lebih di tingkatkan kualitasnya karena bbrp pengalaman saya dan teman saya obat yang diberikan kurang begitu manjur dan efektif,poliklinik
poliklinik uk petra sebaiknya diposisikan di tempat yang lebih strategis dan terlihat serta dekat dengan gedung manapun hal ini dikarenakan dengan kebutuhan mahasiswa tidak hanya mahasiswa si gedung,poliklinik
untuk gedung beberapa toilet di bebrapa lantai gedung air kerannya mati flush nya juga kurang lancar sehingga terkadang tidak bersih water jet juga kurang lancar sabun cuci tangan juga tidak semua toilet gedung tersedia tissue juga,uppk
antar jemput ke anta cukup baik,ukk
makanan di kantin kurang enak tolong ditingkatkan,kantin
kantin panas krna trllu bnyk mahasiswa,kantin
layanan poliklinik obat yang dibrerikan kadang tidak manjur sdh minum sesuai aturan tp tidak kunjung sembuh,poliklinik
lift di gedung juga tidak memiliki sensor yg baik jadinya pintu bisa tertutup walaupun sedang ada yg masuk ke dalam lift,uppk
untuk beberapa fasilitas seperti meja kursi sudah banyak yang kurang baik di kelas kelas gedung,uppk
sedikit masukan untuk poli klinik mungkin lebih baik bila diadakan juga di gedung lain selain gedung karena siswa di ged sangat kejauhan,poliklinik
layanan shuttlenya kurang seharusnya diberikan tanda shullte akan datang jam sekian contohnya kayak bus luar negeri yg kasih tau bus dtng berala menit lgi dllnya atau mahasiswa bisa kasih tau shuttlenya kalau ada mahasiswa yang menunggu karena shuttle sangat lama bahkan bisa tidak datang kalau tidak mintak tolong satpam sekitar,ukk
wifi di puskom ngelag,puskom
untuk poligigi pelayanannya berbelit belit untuj menambal gigi harus pergi ke sana bolak balik,poliklinik
pelayanan poliklinik perlu di perbaiki saya pernah diberikan obat yang keliru,poliklinik
puskom di gedung belum ada,puskom
proyektor yang umumnya dipakai di kelas beresolusi rendah,uppk
baka diharap lebih responsif dalam membalas email,baka
tempat duduk di perpustakaan kurang sehingga seringkali banyak yg penuh,perpustakaan
pelayanan dan kelengkapan fasilitas perpustakaan sangat baik,perpustakaan
toilet di kj gedung kadang tidak bersih,uppk
lahan kosong di gedung dapat dimanfaatkan sebagai lahan parkir mobil,ukk
proyektor di beberapa kelas gedung ada yang kurang terang,uppk
kebersihan kelasnya sudah dijaga sehingga saat mengerjakan tugas juga sudah enak,uppk
pelayanan di perpustakaan sudah memuaskan perpustakaan juga menyediakan fasilitas lain seperti nonton film dan dapat meminjam ruangan untuk kerja kelompok maupun rapat,perpustakaan
kantin gedung panas,kantin
wifi lamban,puskom
kantin kurang ada yang jualan makanan kecil seperti kue atau snack seperti di kantin ada paopie,kantin
lahan parkir gedung di basement harap jangan dipindah,ukk
menurut saya layanan pada uppk sudah baik respon mereka cepat dalam menanggapi kami contohnya dalam peminjaman ruangan peminjaman barang hanya saja dalam beberapa kesempatan saya juga menemui terlambatnya pembukaan ruangan terkhususnya saat hari libur mahasiswa,uppk
puskom untuk saya cukup cepat dan profesional dalam menyediakan layanannya bagi kami terkhsusnya dalam penggunaan komputer maupun peminjamna barang di puskom yaitu projektor,puskom
untuk ukk layanan yang diberikan sudah cukup baik dan cepat apalagi orang disana menjamu kami dengan ramah dan adakalanya bercanda sehingga membuat kami tidak terlalu tegang,ukk
proyektor gedung tidak berfungsi dengan baik,uppk
kantin kurang terkenal,kantin
kantin agak panas,kantin
perpustakaan sudah sangat baik hanya saja buku tentang pendidikan anak sd tidak update,perpustakaan
layanan skkk melalui link sudah baik tetapi biasanya dihiraukan jadi perlu adanya bantuan orang dalam untuk mempercepat pengurusan skkk,baka
saya ingin memberi saran pada baka untuk beberapa kegiatan layanan poin skkk cenderung lama sebaiknya proses dapat dipercepat agar mahasiswa tidak bingung,baka
layanan pembuatan ktm terlalu ribet karena harus meminta surat hilang dari puskom dan ukk padahal tidak diberi alasan mengapa harus melakukan hal tersebut,baak
wifi gedung lambat tolong diperbaiki supaya lebih cepat,puskom
kurangnya fokus antara kerja baka dengan lembaga kemahasiswaan jadi seolah olah baka mengambil alih untuk meng acc kegiatan mahasiswa seharusnya di acc oleh bpmf,baka
layanan poliklinik terlalu jauh apabila untuk mahasiswa yang ada di gedung dan,poliklinik
kantin panas,kantin
kantin penerangannya kurang,kantin
saya beberapa kali ke poli klinik dengan keluhan yang berbeda namun setiap diberi obat selalu obat yang sama dengan sebelumnya namun keluhan yang berbeda,poliklinik
pernah juga diperiksa oleh dokter di sana dokternya itu sangat cuek dan irit bicara kalo meriksa juga sangat sebentar sekilas saya ragu kalau misalkan diagnosa dan obat yang diberikan sesuai dengan yang diderita oleh pasien saya sarankan agar dokter khususnya yang meriksa di dalam ruangan itu benar memberikan waktunya untuk melihat apa yang sedang dialami oleh pasien supaya diagnosa dan obat serta dosis yang diberikan tepat,poliklinik
terkadang saya juga merasa cukup kesulitan ketika berada di perpustakaan dan mencari tempat yang agak pojok untuk mengerjakan tugas dan membutuhkan koneksi ke internet tapi wifinya sangat lemot ditempat tersebut,puskom
ketika berada di jam sibuk seperti mendekati waktu untuk ujian dan perpustakaan menjadi sangat ramai sehingga tidak lagi kondusif untuk dijadikan tempat belajar karena keramaiannya harapan saya petugas perpustakaan dapat mengingatkan mahasiswa ketika perpustakaan dirasa sudah sangat ramai sehingga mahasiswa dapat menjaga agar perpustakaan tetap tenang sehingga tidak mengganggu yang lain untuk belajar,perpustakaan
sampai sejauh ini pelayanan yang saya terima ketika berada di perpustakaan sudah sangat baik proses peminjaman yang mudah buku yang tersedia banyak dan cukup lengkap fasilitas yang ada sangat mendukung untuk belajar dan juga petugas perpustakaan yang ramah hanya saja terkadang saya mengalami kesulitan ketika sedang mencari sebuah buku dan tertulis tersedia namun ketika mencari ternyata bukunya tidak ada atau juga bukunya ada tapi tidak berada ditempat yang seharusnya,perpustakaan
pelayanan ketahanan kampus kurang mampu menyediakan tempat parkir yang strategis untuk beberapa waktu yang lalu,ukk
wifi dikampus terkadang susah dijangkau pada tempat kelas tertentu sinyal nya kurang kuat,puskom
suasana di kantin panas dan ramai kalau bisa ditambah atau diperluas,kantin
situs sim dan lentera servernya sering down,baak
kantin panas,kantin
layanan pembuatan ktm terlalu ribet dan sulit,baak
wifi petra hanya terjangkau untuk areat tertentu dan masih sering lambat,puskom
layanan perpustakaan kurang sigap saat meminjam kaset koleksi audiovisual av terkadang tidak ada petugas yang jaga jadi harus meminta kepada orang dari divisi lain until menandatangani bon peminjaman,perpustakaan
pelayanan di baak kurang tertata rapi tidak ada penanda jalur mana untuk menguris ktm jalur mana untuk mengurus urusan akademik dan sebagainya,baak
layanan di baak kurang terstruktur dengan baik dimana tidak ada petunjuk intruksi panduan apa yang harus dilakukan dibawa diisi saat mengurus ktm rusak hilang mengurus keperluan akademik seperti transfer jurusan ttanskrip nilai dan sebagainya,baak
cctv di area kampus sekitar kampus kurang memadai sebaiknya diperbanyak karena apabila terjadi hal hal yang tidak diinginkan seperti kriminalitas dsb dapat segera ditindaklanjuti,ukk
pelayanan proposal kegiatan dirasa kurang cepat untuk pengecekan ada revisi atau tidak seringkali ketika mengecek web posisi proposa bisa berminggu minggu di tempat yang sama tidak ada perubahan telah di cek atau belum sehingga lk juga kesusahan untuk memastikan apakah proposalnya ada revisi atau tidak,baka
semua sudah oke tetapi layanan baka dalam revisi proposal masih bisa lebih baik lagi,baka
perpustakaan kurang cakap dalam menanggapi koleksi yang rusak tidak dapat discan di sirkulasi sebaiknya bila ada koleksi yang rusak segwra diperbarui kodenya atau meminta pihak peminjam untuk mengganti koleksi yang rusak buku sobek kaset tergores dsb,perpustakaan
pelayanan di perpustakaan yang tentang syarat pengumpulan skripsi masih simpang siur di website masih mengikuti syarat yang lama dan belum diupdate,perpustakaan
situs lentera masih tidak enak untuk digunakan,baak
untuk baka layanannya sangat cepat dan menjelaskannya tidak bertele tele,baka
